title,news,img-url,category,summery,opinion
Ashiana Housing case: NAB’s lawyer recuses himself from SC hearing,"
ISLAMABAD (Dunya News) – The National Accountabiliy Bureau (NAB) attorney Naeem Bukhari recused himself from appearing on April 18 in the Supreme Court (SC) of Pakistan on bail cancellation appeal of Pakistan Muslim League-Nawaz (PML-N) leaders Shahbaz Sharif and Fawaz Chaudhry in Ashiana Housing Scheme reference.
Advocate stressed that he cannot attend the hearing due to medical examination. He said that NAB has accepted his request not to appear in the court. He added that he is not charging NAB anything for this case.
In a press release, NAB Rawalpindi stated that they have hired the services of advocate Naeem Bukhari to plead the cases against leaders of the opposition Shahbaz Sharif, Fawad Hassan Chuahdry and Ahad Cheema.
NAB’s prosecution department will also assist Naeem Bukhari in the Ashiana Housing Scheme reference.
Naeem Bukhari had fought the Panama Papers reference against former premier Nawaz Sharif. He will also help the NAB against principal secretary of former premier and former Director General Lahore Development Authority (LDA) Ahad Cheema.
NAB’s petition on the bail cancellation of Shahbaz Sharif and Fawad Chaudhry is scheduled on April 18.
Naeem Bukhari requested the court to schedule the hearing after April 22.",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487453_91897907.jpg,pakistan,"
ISLAMABAD (Dunya News) – The National Accountabiliy Bureau (NAB) attorney Naeem Bukhari recused himself from appearing on April 18 in the Supreme Court (SC) of Pakistan on bail cancellation appeal of Pakistan Muslim League-Nawaz (PML-N) leaders Shahbaz Sharif and Fawaz Chaudhry in Ashiana Housing Scheme reference.",neutral
Corruption is the root cause of all evils: NAB chairman,"
LAHORE (Dunya News) – National Accountability Bureau (NAB) Chairman Justice (r) Javed Iqbal on Wednesday said that no one would be made Double Shah now and no one can influence anti-graft watchdog’s investigation. 
Addressing a ceremony after distributing Rs730 million among the victims of a housing society on Ferozpur Road, he said that the corruption is root cause of all evils, adding that the anti-graft agency has become an active organization of anti-corruption. 
The NAB chairman went on to say that the ratio of criminals being awarded sentence by the trial court over Bureau’s cases has reached 70 percent. 
“A sum of Rs303 billion have been deposited in the national exchequer by the anti-graft watchdog since its formation,” he said. 
Justice (r) Javed Iqbal said: “Corruption references worth Rs900 billions are being heard by the courts. The NAB is the first chairman of SAARC Anti-Corruption.”",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487450_82931311.jpg,pakistan,"
LAHORE (Dunya News) – National Accountability Bureau (NAB) Chairman Justice (r) Javed Iqbal on Wednesday said that no one would be made Double Shah now and no one can influence anti-graft watchdog’s investigation.",neutral
PTA challenges IHC verdict in Supreme Court,"
ISLAMABAD (Dunya News) – The Supreme Court (SC) of Pakistan issued a legal notice to attorney general (AG) of Pakistan Telecommunication Authority (PTA) over their appeal against the Islamabad High Court’s (IHC) decision on not approving the suspension of unregistered cellular licenses.
The IHC ruled the government’s action of suspending the unregistered mobile phones on the pretext of security measures as illegal.
A three-member bench headed by Justice Azmat Saeed heard the PTA’s appeal.
The court remarked that cellular devices are also used in the terrorist activities, therefore the security measures should also be considered in this regard.
Next hearing is scheduled for April 26.
 ",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487446_79705554.jpg,pakistan,"
ISLAMABAD (Dunya News) – The Supreme Court (SC) of Pakistan issued a legal notice to attorney general (AG) of Pakistan Telecommunication Authority (PTA) over their appeal against the Islamabad High Court’s (IHC) decision on not approving the suspension of unregistered cellular licenses.",positive
Contradictions in LHC’ judgment in school fee case: SC,"
ISLAMABAD (Dunya News) -  Justice Ejaz ul Ahsan remarked in a case pertaining to increase in fee by private schools that there were contradictions in the judgment of LHC . The audit report says schools are gaining a heavy profit.
The SC judge remarked that the judgment of LHC is contradictory as one sentence says fee can be increased while another says it can’t be increased. He said if schools want a 5% increase then they must submit logic behind this increase.
The lawyer of private schools said the gas price would increase by 80% till 2020 to which Justice Ejaz said it has nothing to do with increment of school fee.
CJP Asif Saeed Khosa remarked on the occasion that if price controlling of other goods is logical then it must apply to the fee of lawyers.
The top court adjourned the hearing of the case till Thursday.
 ",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487445_15278506.jpg,pakistan,The lawyer of private schools said the gas price would increase by 80% till 2020 to which Justice Ejaz said it has nothing to do with increment of school fee.,neutral
Job creation important target of the government: Asad Umar ,"
ISLAMABAD (Dunya News) – Finance Minister Asad Umar on Wednesday said that the creation of job opportunities is an important target of the government.
While addressing at inaugural ceremony of Naya Pakistan housing Program, he said that the government was working hard to make   Naya Pakistan Housing a success story. They were enthusiastic about making 5 million houses a biggest project of history.
Naya Pakistan is Imran Kah’s vision and he is laying foundation of Naya Pakistan.He further expressed that 40 other industries would get benefit from Naya Pakistan housing scheme.
Asad said an easy loan scheme for low income persons would be introduced. Those who couldn’t do anything for public in 70 years are in pain now, he added.
Some elements don’t want to see Pakistan progressing, said the Finance Minister.
Prime Minister Imran Khan launched landmark Naya Pakistan Apna Ghar Housing Scheme on Wednesday.
In the first phase, one hundred and thirty five thousand residential units will be constructed.
Twenty five thousand apartments will be constructed for government employees in the Federal Capital and one hundred ten thousand apartments will be constructed in Balochistan for fishermen of Gwadar.
The mega scheme will help generate many job opportunities, while several foreign companies have also evinced great interest in the housing scheme.

 ",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487439_47146896.jpg,pakistan,"While addressing at inaugural ceremony of Naya Pakistan housing Program, he said that the government was working hard to make   Naya Pakistan Housing a success story.",positive
Transforming Pakistan into a welfare state is my dream: PM Imran ,"
ISLAMABAD (Dunya News) – Prime Minister Imran Khan on Wednesday while laying foundation stone of Naya Pakistan Housing Scheme in Islamabad said that  it is beginning of our journey towards Naya Pakistan.
Addressing the ceremony, he said that transforming Pakistan into a welfare state is one of his dreams, adding that raising the downtrodden class is state’s responsibility.
The prime minister said that we will housing schemes in different cities.
""I was never confused about my vision for the country,"" he said and added we will follow model presented by State of Madina. 
Khan said, ""Corruption in last ten years left country indebted."" 
The Prime Minister said a revolving fund of Rs5 billion has been established to grant microcredit  to poor people enabling them to have their own house, adding thathigh rise residential buildings will be constructed for people living in katchi abadis across Pakistan.
""Commercial buildings will also be constructed on city slum so that economic activity can be generated, he said and added there are about 40 slums areas in Karachi only and no one has ever paid any attention to uplift poor people living there.
Imran Khan said a Chinese Company has offered to set-up a pre-fabricated factory in Pakistan with a capacity to construct one story in a week. He said we are trying to involve private sector in the housing sector and facilitate our youth to come forward in the construction arena.
In the first phase, 150000 residential units will be constructed, while as many as 25000 apartments will be constructed for government employees in the federal capital.
The mega scheme will help generate many job opportunties and generate economic activity in the country.
Several foreign companies have also envinced keen interest in the housing scheme.",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487437_20554746.jpg,pakistan,"The Prime Minister said a revolving fund of Rs5 billion has been established to grant microcredit  to poor people enabling them to have their own house, adding thathigh rise residential buildings will be constructed for people living in katchi abadis across Pakistan.",positive
Tax amnesty scheme delayed for further deliberations,"
ISLAMABAD (Dunya News) – Federal Minister for Information and Broadcasting Fawad Chaudhary on Wednesday said that the government has delayed the approval of proposed tax amnesty scheme for further deliberations on the matter.
He said further improvement in some provisions of this scheme is needed. The cabinet members questioned how this scheme would benefit people in current environment, he added.
It is decided that some provisions of the scheme need further fine-tuning,"" the minister said, adding that the matter would be taken up again at the next cabinet meeting.
Prime Minister Imran Khan had convened a special meeting of the cabinet today after some of the ministers opposed the amnesty plan, expressed their reservations and sought further clarification at Tuesday s cabinet meeting.
Govt to form subcommittee to review tax amnesty scheme
Dunya News sources said that some ministers maintained how this scheme would be beneficial for economy of Pakistan.
The cabinet members expressed that businessmen were ready to take advantage of this scheme but how to ensure that this would be last amnesty scheme.
Earlier, Pakistan Muslim League-Nawaz (PML-N) spokesperson Marriyum Aurangzeb launched a broadside against the federal government over the proposed Tax Amnesty Scheme, and called it a “proof” of the government’s “ineptness, incompetence and hypocrisy”.
Marriyum Aurangzeb lashes out at PTI over tax amnesty scheme
She strongly denounced Finance Minister Asad Umar’s stance on the matter by stating, “Those who played politics over amnesty scheme have been granting facilities to the tax evaders.”",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487434_54618059.jpg,pakistan,"Govt to form subcommittee to review tax amnesty scheme
Dunya News sources said that some ministers maintained how this scheme would be beneficial for economy of Pakistan.",neutral
"IGP Sindh apologises after toddler killed in exchange of fire between police, suspects in Karachi","
KARACHI (Dunya News) – Inspector General of Police Sindh Syed Kaleem Imam on Wednesday apologised for Tuesday’s incident of an exchange of fire between police and alleged suspects on the University Road in Karachi in which a toddler was killed.
IG Sindh Syed Kaleem Imam while apologizing for yesterday’s incident appealed the police officials to properly train the police personnel.
He said that the performance of the police in the province has improved, adding that bigger weapons have been eliminated and now the cops will be trained with smaller weapons.
Earlier on Tuesday, One and a half year old boy was killed during an exchange of fire between police and alleged suspects at the University Road in Karachi.
The family was going to their home on an auto rickshaw when a stray bullet hit the little boy named Ahsan. Boy’s father said that he saw two police officials with pistols in their hands.
They were exchanging fire with alleged suspects who were looting the resident in the area. Ahsan’s father blamed that bullet fired by police hit the rickshaw they were travelling in.
He also said that police officials escaped from the scene after the incident.
Meanwhile, SSP Malir, Azam Jamali has said that four police officials have been taken into custody in this connection and an investigation has also been launched.
On the other hand, Chief Minister Sindh Murad Ali Shah has taken notice of the incident and sought an immediate report from Additional IG Karachi.",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487427_77389648.jpg,pakistan,He also said that police officials escaped from the scene after the incident.,neutral
Nishwa wrong injection case: Investigators reveal how the tragic incident happened,"
 KARACHI (Dunya News) – The investigators have found the reason behind the sad incident in which a minor girl, Nishwa became a victim of wrong injection  in Karachi’s Darul Sehat hospital.
As per details, Agha Mueez, a male attendant of the hospital administered the wrong injection to Nishwa. The injection supposed for cannula was administered in the drip falsely, the investigators said.
Moreover, Police have released the detained nurse and admin in charge of the hospital because they were not involved in the crime.
The investigators expressed that Mueez has confessed his crime. He administered a wrong injection in Cannula and the reaction of the wrong injection deteriorated the health of minor girl.
The investigators claimed that the mystery in the case has been resolved however they were investigating the negligence of hospital administration too.
Wrong injection case: Nishwa s family receive serious threats from police officer
The girl is still in ICU and going under medical treatment.
Earlier, it surfaced on media that Karachi police have started threatening the family of minor girl who lost her senses due to wrong injection.
Instead of taking action against culprits, SP Gulshan Tahir Noorani allegedly threatened the father of Nishwa, Qaiser Ali, with severe consequences over raising voice against criminal negligence of the hospital.
 ",https://img.dunyanews.tv/news/2019/April/04-17-19/news_big_images/487424_49882881.jpg,pakistan,"Wrong injection case: Nishwa s family receive serious threats from police officer
The girl is still in ICU and going under medical treatment.",negative
Five million lost jobs in India between 2016 and 2018: report,"
NEW DELHI (Reuters) - At least five million Indians lost their jobs between 2016 and 2018, and young urban men are being hit hardest, a Bengaluru-based private university said in a report on Tuesday.
The report by the Azim Premji University comes as Indians are voting in a staggered general election, which is due to end on May 19, with Prime Minister Narendra Modi’s government keen to defend its economic record, including on jobs.
“In addition to rising open unemployment among the higher educated, the less educated (and likely informal) workers have also seen job losses and reduced work opportunities since 2016,” said Amit Basole, an economist and lead author of the report.
The report did not say how many jobs were created during the period.
Modi’s abrupt withdrawal of high value currency notes from circulation in November 2016, with the aim of curbing tax evasion and promoting digital transactions, disrupted small businesses and sparked layoffs.
The introduction of a national sales tax the following year compounded difficulties for some businesses.
The unemployed were mostly higher educated and young people, in the 20-24 age range, according to the study titled “State of Working India 2019”.
“Among urban men, for example, this age group accounts for 13.5 percent of the working age population but 60 percent of the unemployed,” it said.
Modi has faced criticism for not doing enough to create jobs for millions of unemployed young people despite official annual economic growth of about 7 percent for the past five years.
An official survey that the government withheld showed unemployment rose to its highest level in at least 45 years in 2017/18, the Business Standard newspaper reported in February.
The unemployment rate rose to 7.2 percent in February 2019, its highest since September 2016, and up from 5.9 percent in February 2018, according to data compiled by the private research house, Centre for Monitoring Indian Economy (CMIE).
The report suggested the next government should consider an urban employment guarantee scheme to create jobs, build infrastructure and provide services.
India has a rural jobs guarantee programme, launched in 2006, which offers work to about 70 million rural people at the minimum wage for 100 days a year.
“India is at a crucial juncture in its economic development where timely public investment and public policy can reap huge rewards,” Basole said.
 ",https://img.dunyanews.tv/news/2019/April/04-18-19/news_big_images/487541_81787081.jpg,world,"“In addition to rising open unemployment among the higher educated, the less educated (and likely informal) workers have also seen job losses and reduced work opportunities since 2016,” said Amit Basole, an economist and lead author of the report.",positive
