title,news,img-url,category,summery,opinion
Trump administration steps up threats to 'shut down' Mexico border,"
WASHINGTON (AFP) - The Trump administration stepped up its threat to close down the US-Mexico border on Tuesday, warning both Congress and Central American governments to take action to stem the flow of migrants into the country.
""The presidentÃ¢ÂÂs not threatening. HeÃ¢ÂÂs taking his job as the commander in chief very seriously in terms of protecting the American people,"" White House spokeswoman Sarah Sanders said.
Closing the border is ""not our first choice,"" she said. However, she added, ""Maybe that itÃ¢ÂÂs the best decision.""
Department of Homeland Security Secretary Kirstjen Nielsen cut short an official trip to Europe to return for meetings early Tuesday on the border crisis.
And DHS officials said border crossing times were already lengthening as they divert staff to areas between official ports to deal with tens of thousands of migrant families crossing illegally into the country.
A senior Homeland Security official, who declined to be named, told reporters that a definitive solution on border closures had not been made yet.
""The bottom line is all options are on the table right now,"" he said.
""We are in a full blown emergency,"" he said.
""The volume of vulnerable populations thatÃ¢ÂÂs arriving is unsustainable. The humanitarian situation cannot be ignored and the security situation cannot be ignored.""
On Saturday Trump said in a tweet that he was prepared to shut border crossings to force Mexico to halt the flood of migrants fleeing poverty and violence in Central America.
Officials said the number being detained for crossing the border illegally has reached near 100,000 a month, mostly from Honduras, Guatemala and El Salvador.
""Mexico must use its very strong immigration laws to stop the many thousands of people trying to get into the USA. Our detention areas are maxed out & we will take no more illegals. Next step is to close the Border!""
The warning stirred fears across border populations who cross legally daily for business, family visits and other reasons.
But it also shook US and Mexican industry, which depend heavily on the open border for trade in everything from farm goods to auto parts.
Delays for incoming traffic at key ports mounted Monday, hitting three hours at Brownsville, Texas, as port staff was diverted to dealing with migrants.
DHS says that besides getting Mexico to block the transit of migrant caravans to the border, Congress should take immediate action to give border officials the power to forcibly repatriate Central American illegal immigrants, including children who arrived alone, back to their countries.
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485157_54446649.jpg,world,"
WASHINGTON (AFP) - The Trump administration stepped up its threat to close down the US-Mexico border on Tuesday, warning both Congress and Central American governments to take action to stem the flow of migrants into the country.",positive
"Trump punts on health care, Democrats go on offense","
WASHINGTON (AFP) - Emboldened Democrats on Tuesday demanded Donald TrumpÃ¢ÂÂs administration end its assault on the Affordable Care Act, after the US president said he would not seek to replace the health law until after next yearÃ¢ÂÂs election.
Trump thrust health care back into the spotlight last week when the Department of Justice (DOJ) announced it was siding with a court ruling declaring the Barack Obama-era reforms unconstitutional.
But late Monday Trump essentially punted away the problem of crafting a quick solution, after several Republicans warned that there was no coherent Obamacare replacement ready.
A new Republican plan ""will be far less expensive & much more usable than ObamaCare,"" Trump tweeted.
""Vote will be taken right after the Election when Republicans hold the Senate & win back the House,"" he added. ""It will be truly great HealthCare that will work for America.""
TrumpÃ¢ÂÂs messaging essentially turns health care into a 2020 campaign issue.
Democrats, sensing an opening, gathered on the steps outside the US Supreme Court to announce resolutions in the House and Senate calling for Trump and the DOJ to reverse their position.
""The president has been trying to do away with the Affordable Care Act from day one,"" House Speaker Nancy Pelosi said, noting how the move would bump some 20 million people off their insurance and end protections for people with pre-existing conditions.
Senate Minority Leader Chuck Schumer called TrumpÃ¢ÂÂs position a ""callous legal assault on AmericansÃ¢ÂÂ health care,"" as he mocked the president for suddenly delaying his own plan.
""Translation: They have no health-care plan,"" Schumer said.
""What a ruse. What a shame. What a disgrace... The American people will not stand for the president playing cynical games with health care.""
The Justice Department had previously said it backed parts of Obamacare. But in its new position, it said it sided fully with the December ruling in a Texas federal court by Judge Reed OÃÂ Connor following a lawsuit brought by conservative states.
That ruling is being appealed and the resulting impasse looks increasingly likely to end up in the Supreme Court putting a politically radioactive issue center stage in the middle of a heated presidential campaign.
Democrats have stressed that dismantling Obamacare would end protections for people with pre-existing conditions and allow insurers to deny coverage to cancer patients, charge women more due to their gender, and raise rates on seniors.
Trump caught fellow Republicans off guard when he pivoted to health care shortly after Special Counsel Robert Mueller submitted his report on Russian interference in the 2016 US elections.
Republicans overall showed little appetite to focus on the issue, particularly after the 2018 midterm elections when health care proved a winning campaign argument for Democrats.
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485151_17947585.jpg,world,"
WASHINGTON (AFP) - Emboldened Democrats on Tuesday demanded Donald TrumpÂs administration end its assault on the Affordable Care Act, after the US president said he would not seek to replace the health law until after next yearÂs election.",negative
Hamas leader says rocket that hit Israeli house fired in error,"
GAZA CITY (AFP) - Hamas leader Ismail Haniyeh said Tuesday the rocket from Gaza that hit a house in Israel last week launched due to a technical error, his first official statement on the strike.
The rocket that was fired from the Gaza Strip on March 25 destroyed a house north of Tel and injured seven Israelis.
Israel responded by striking a series of Hamas targets in the Palestinian enclave, including flattening HaniyehÃ¢ÂÂs office, before Egypt brokered a ceasefire that prevented a full conflict.
In his comments on Tuesday, Haniyeh said the rocket was ""due to a technical defect, but was a mini demonstration if (Israel) thought to commit folly against the Palestinian people.""
The statement from his office said he made the remarks during a meeting with political analysts.
He did not provide further details on what type of technical defect could have caused the launch.
Previously only unnamed officials from Hamas, the Islamist movement that rules Gaza, have said the rocket was fired due to a technical error.
Following the latest ceasefire, Hamas said Egypt had brokered a truce that would see Israel ease its crippling blockade of the enclave in exchange for calm.
Israel has not publicly commented on the reported agreement.
On Monday, Israel expanded the fishing zone around Gaza, increasing it in one area to the largest distance in years, in what Hamas officials said was the first step.
An Egyptian security delegation visited Gaza late Monday and met with Hamas.
Haniyeh said the delegation brought a timetable from the Israeli side for implementing the agreements.
Israeli Prime Minister Benjamin Netanyahu is in the middle of a grueling election campaign and faces a strong challenge from centrist former military chief Benny Gantz
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485141_25533470.jpg,world,"
GAZA CITY (AFP) - Hamas leader Ismail Haniyeh said Tuesday the rocket from Gaza that hit a house in Israel last week launched due to a technical error, his first official statement on the strike.",neutral
NATO head to meet chief critic Trump,"
WASHINGTON (AFP) - NATO Secretary General Jens Stoltenberg visits the White House on Tuesday to meet the Western military allianceÃ¢ÂÂs biggest partner and now critic - US President Donald Trump.
The White House visit comes before two days of talks in Washington among the 29 foreign ministers of the North Atlantic Treaty Organization, with the specter of Russia again topping the agenda.
The occasion is meant to celebrate the 70th anniversary of the alliance, which since the end of World War II has cemented Europe and the United States in a partnership fusing military strength with shared democratic values.
But even as NATOÃ¢ÂÂs once implacable foe Moscow is again rising up the agenda, the alliance is struggling with an unexpected new source of turmoil: TrumpÃÂ s heated criticism of an organization he claims is taking the United States for a ride.
Trump, in an unlikely role for the president of NATOÃ¢ÂÂs founding member, has long questioned the usefulness of the alliance and characterized fellow members as freeloaders relying on the US defensive umbrella and giving little in return.
He has derisively questioned why NATO would defend tiny Montenegro and has been incensed that Germany, EuropeÃ¢ÂÂs largest economy, is not on track to meet a NATO target for each country to spend 2.0 percent of GDP on defense.
Stoltenberg, speaking to reporters before leaving NATOÃ¢ÂÂs home base of Brussels, agreed that Germany should live up to commitments from a NATO summit in 2014.
""I expect Germany to make good on the pledge Germany made together with all other NATO allies,"" said Stoltenberg, a former prime minister of Norway.
""I expect them to meet spending commitments, and they have submitted to NATO a national plan where they outline how Germany will increase defense spending in real terms by 80 percent over a decade.""
NATO foreign ministers will discuss the ""importance of fair burden-sharing"" during a working lunch on Thursday, a State Department official said.
""We anticipate there will be by the end of the 2020 more than $100 billion in additional new spending from our allies on defense, but of course there is also more work to be done and, as the secretary general said in Brussels, there needs to be a new sense of urgency on this,"" the official told reporters on condition of anonymity.
ÃÂ 
Further steps on Ukraine
ÃÂ 
If spending questions are dividing NATO, most alliance members share concerns about Russia which backs separatists in a low-intensity war in Ukraine from which it seized the Crimean peninsula in 2014.
""We will be looking at ways to do more in the whole Black Sea region. We will be doing more surveillance, there will be more ships in the Black Sea from NATO countries, and there are sanctions that have already been imposed"" over actions against Ukraine, Hutchison said.
Stoltenberg said the foreign ministers will likely agree to step up support to Ukraine as well as Georgia, including through training maritime forces and coast guards and further port visits and exercises.
He said NATO will also discuss further steps after the collapse of the Intermediate-Range Nuclear Forces treaty, with the United States and its allies saying that a Russian missile system has negated the key Cold War pact.
Stoltenberg will address a joint meeting of Congress on Wednesday.
But the anniversary will be comparatively low-key, with NATO waiting until December to hold a full leaders-level summit in London.
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485139_24541502.jpg,world,"The White House visit comes before two days of talks in Washington among the 29 foreign ministers of the North Atlantic Treaty Organization, with the specter of Russia again topping the agenda.",positive
"ECC approves import of 100,000 tons urea","
ISLAMABAD (Dunya News) Ã¢ÂÂ The Economic Coordination Committee (ECC) of the Cabinet on Wednesday approved import of 100,000 tons of urea fertilizer to cater to the demand of farmers.
The committee, which met with Finance Minister Asad Umar in the chair, also decided to allow additional import of urea in the event of any demand-supply gap. 
It directed the Ministry of Industries and Production to review the price mechanism of fertilizer industry for ensuring provision of urea to the farmers at cheaper rates.
The ECC directed the relevant institution to check market manipulation activities in the fertilizer sector and use all the powers available under the law to penalize elements involved in that practice.
Earlier, the officials of the Industries and Production Division briefed the committee about the availability of urea in the country.
They also apprised the committee about the status of National Accountability Bureau cases against seven persons involved in corruption in Pakistan Steel Mills.
An Interior Division official told the meeting that the names of seven accused had been recommended for placement on the Exit Control List (ECL).
A Utility Stores Corporation official informed the committee about the Ramzan Package. The ECC directed the Industries Division to ensure that the Ramzan Package was implemented effectively and the intended relief was passed on to consumers.
The committee was briefed by a Statistics Division official about inflation and prices of various items in the country.
It was decided to constitute a sub-committee, under the chairmanship of Minister for National Food Security and Research, to review the supply and demand situation of essential food items to ensure their stable prices.
The committee accorded approval to a proposal of Ministry of Petroleum regarding the fuel supply agreement between Pakistan State Oil (PSO) and State Oil Company of the Republic of Azerbaijan (SOCAR).
It also considered and approved various proposals for supplementary and technical supplementary grants.",https://img.dunyanews.tv/news/2019/April/04-03-19/news_big_images/485310_16573030.jpg,business,"It was decided to constitute a sub-committee, under the chairmanship of Minister for National Food Security and Research, to review the supply and demand situation of essential food items to ensure their stable prices.",negative
Asad Umar chairs ECC meeting in Islamabad ,"
ISLAMABAD (Dunya News) Ã¢ÂÂ Finance Minister Asad Umar on Wednesday in Islamabad chairs a meeting of the Economic Coordination Committee (ECC) for approval of grants for certain departments.
The meeting is likely to review the demand and production of urea fertilizer in the country. The meeting is also anticipated to analyse the performance of Utility Stores Corporation.
The meeting will also be given briefing on cases lodged by the National Accountability Bureau (NAB) against employees of steel mills.
The meeting is likely to approve grants of Rs610 million for the office of Controller General Accounts, Rs70 million for the Pakistan Nuclear Regulatory Authority (PNRA) and Rs250 million for Auditor General, Pakistan.
Moreover, a grant of Rs140 million is likely to be approved for the Pakistan Mortgage Refinance Company and a supplementary grant for Civil Armed Forces.",https://img.dunyanews.tv/news/2019/April/04-03-19/news_big_images/485219_51159624.jpg,business,"The meeting is likely to approve grants of Rs610 million for the office of Controller General Accounts, Rs70 million for the Pakistan Nuclear Regulatory Authority (PNRA) and Rs250 million for Auditor General, Pakistan.",neutral
Kazakh ambassador aims to enhance trade with Pakistan,"
(Web Desk) Ã¢ÂÂ Punjab Board of Investment and Trade (PBIT) Chairman Sardar Tanveer Ilyas Khan on Tuesday in Lahore held a meeting with Ambassador of Kazakhstan to Pakistan Barlybay Sadyko.
During the meeting, they discussed bilateral economic and trade relationship between both countries.

Chairman PBIT, Sardar Tanveer Ilyas Khan met Ambassador of Kazakhstan H.E. Mr.ÃÂ Barlybay SadykoÃÂ to discuss bilateral economic and trade relationship between both countries. CEO PBIT Mr. Jahanzeb Burana and COO PBIT Mr. Haroon Shaukat were also present at the meeting.#PBIT pic.twitter.com/kE6cGb0o8J
Ã¢ÂÂ PBIT Official (@PbitOfficial) April 2, 2019 
PBITÃ¢ÂÂs chairman expressed his gratitude to Sadyko for taking keen interest in investment in Pakistan, particularly Punjab province.
He said that a desk will be established at the PBIT for promoting bilateral relations between business communities of both countries.
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-03-19/news_big_images/485179_61601600.jpg,business,He said that a desk will be established at the PBIT for promoting bilateral relations between business communities of both countries.,positive
Pound drops as Brexit disarray drags on,"
LONDON (AFP) - The pound dropped against the dollar and euro on Tuesday as concerns grew that Britain was increasingly likely to crash out of the EU next week without an orderly withdrawal agreement.
A day after British MPs once again rejected a series of alternatives to Prime Minister Theresa MayÃ¢ÂÂs divorce deal, the EUÃ¢ÂÂs chief negotiator Michel Barnier warned that a ""no-deal"" Brexit is ""day after day more likely"".
French President Emmanuel Macron warned that the EU ""would not be held hostage"" and a lengthy extension of BritainÃ¢ÂÂs April 12 deadline was ""not a certainty"".
""If the United Kingdom is unable three years after the referendum to propose a solution that commands a majority, it will have chosen de facto for itself to leave without a deal and we are unable to prevent this failure,"" he said.
The pound was down about 0.5 percent versus the dollar in early evening trading.
The fall spurred LondonÃÂ s benchmark FTSE 100 index which features several multinationals who earn vast sums in dollars to surge by more than one percent to a six-month high.
""The Brexit-weakened pound offered support to the UK index, ensuring that it rallied ahead of its European counterparts,"" said Fiona Cincotta, senior market analyst at City Index.
""The only reason that the pound hasnÃÂ t fallen further today is because MPs are pushing to move avoiding a no-deal Brexit into law.""
ÃÂ 
Ã¢ÂÂHandle with careÃ¢ÂÂ
Trading on Wall Street was down at midday after a US government report that orders for durable goods -- a closely watched measure seen as a proxy for business investment fell in February by far more than expected.
Patrick OÃ¢ÂÂHare, an analyst at Briefing.com in the US, said it was ""possible that a little bit of buyer fatigue is setting in"" after all three US indices added more than one percent on Monday.
""No one should be terribly surprised that there is a subdued tone,"" he said.
""The stock market made a nice leap Monday, hot on the heels of a nice leap on Friday, which capped off a triple long jump over January, February, and March.""
The World Trade Organization sounded a warning about the economic outlook on Tuesday, forecasting that global trade growth would be lower in 2019 than last year due to widespread ""tensions"" and economic uncertainty.
International Monetary Fund chief Christine Lagarde also struck a cautious tone, warning that the ""expected rebound in global growth this year is precarious"".
""This is a delicate moment that requires us to handle with care,"" she said in prepared remarks at the US Chamber of Commerce.
ÃÂ 
- Bitcoin mystery -
Traders are now awaiting the start of the next round of top-level China-US trade talks in Washington, after reports of progress in last weekÃÂ s meeting in Beijing.
A series of olive branch measures from the Chinese side has lifted hopes the two will eventually reach a deal to end their tariffs row, which dragged on equities at the end of 2018.
This week also sees the release of US March jobs data, which are closely watched for an idea about the state of the economy, with the Federal Reserve also using the figures to map its path for monetary policy.
The worldÃÂ s most popular crypto-currency Bitcoin meanwhile briefly surged above the $5,000 mark its highest level since November.
Analysts struggled to explain the surprise jump in the shadowy and volatile world of crypto trading, with CMC MarketsÃÂ  Michael Hewson saying there was ""little in the way of news as to what might have driven the move"".
ÃÂ 
- Key figures around 1540 GMT -
ÃÂ 
Pound/dollar: DOWN at $1.3026 from $1.3103 at 2100 GMT on Monday
Euro/pound: UP at 85.85 pence from 85.58 pence
Euro/dollar: DOWN at $1.1187 from $1.1213
Dollar/yen: DOWN at 111.31 yen from 111.35 yen
London - FTSE 100: UP 1.0 percent at 7,391.12 points (close)
Frankfurt - DAX 30: UP 0.6 percent at 11,754.79 (close)
Paris - CAC 40: UP 0.3 percent at 5,423.47 (close)
EURO STOXX 50: UP 0.3 percent at 3,395.70
New York - Dow: DOWN 0.3 percent at 26,146.27
Tokyo - Nikkei 225: FLAT at 21,505.31 (close)
Hong Kong - Hang Seng: UP 0.2 percent at 29,624.67 (close)
Shanghai - Composite: UP 0.2 percent at 3,176.82 (close)
Oil - Brent Crude: DOWN 0.7 cents at $69.10 per barrel
Oil - West Texas Intermediate: UP 48 cents at $62.09

ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485147_87513839.jpg,business,"
LONDON (AFP) - The pound dropped against the dollar and euro on Tuesday as concerns grew that Britain was increasingly likely to crash out of the EU next week without an orderly withdrawal agreement.",neutral
"Gold price surges to Rs70,700 per tola","

Karachi (Dunya News) Ã¢ÂÂ The gold price has reached to a record peak of Rs 70,700 per tola after a rise of Rs 150 per tola in market.
The yellow metal saw a hike of Rs 250 per tola in Saraffa markets last week taking it to Rs 70,550 per tola.
Moreover, 10 gram gold reached to Rs 60,485 with an an increase of Rs 214 in the market.
According to reports, the precious metal stands at $1,312 in international market with a recent hike of $20.

ÃÂ 
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485124_21182561.jpg,business,"

Karachi (Dunya News) Â The gold price has reached to a record peak of Rs 70,700 per tola after a rise of Rs 150 per tola in market.",neutral
Dollar touches Rs143.50 in open market,"
Karachi (Dunya News) - Dollar has jumped to Rs 143.50 in the interbank market as Pakistan Tehreek-e-Insaf (PTI) government seeks a final deal with International Monetary Fund (IMF).
According to dealers, the American currency also reached to a record peak of Rs 141.10 with an increase of Rs .20 in interbank market.
The economists see this rise due to strict monetary policies of government in order to fulfill the requirements of IMF and due to a fall in Foreign Direct investment (FDI).
Due to recent hike in the price of dollar the masses are expected to take burden of high inflation with increase in the prices of household items.
Since its inception, the Imran Khan led federal government has been trying to seek bilateral support to plug the trade gap and ease pressure from our foreign exchange reserves.
ALSO READ:ÃÂ Pakistan inflation reaches five-year high
The latest round of rupee depreciation comes after the delay in the IMF bailout package that is still being negotiated.
Finance Minister Asad Umar said negotiations with the International Monetary Fund (IMF) had entered the final stage with settlement of almost all the issues related to the signing of an agreement.
Ã¢ÂÂWe are very close to each other and there is no fundamental difference,Ã¢ÂÂ the minister said while talking to media-persons after launching the State Bank of PakistanÃ¢ÂÂs (SBP) Electronic Money Institutions (EMIs) Regulations.
The Minister added that at present the IMF was engaged in summer meetings with the World Bank and soon after the meetings, its mission would visit Pakistan to finalize the bailout package.
A day earlier the Incumbent government also dropped a petrol bomb on public by increasing the prices of Gasoline to Rs 99.7 per liter, inviting criticism from already furious people over poor economic handling.ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485114_62954461.jpg,business,"ALSO READ:Â Pakistan inflation reaches five-year high
The latest round of rupee depreciation comes after the delay in the IMF bailout package that is still being negotiated.",neutral
Microsoft and BMW launch open manufacturing platform,"
FRANKFURT (Reuters) - Microsoft Corp and BMW Group on Tuesday launched an initiative to create an Open Manufacturing Platform that seeks to stimulate industrial innovation and speed the development of connected Ã¢ÂÂsmartÃ¢ÂÂ factories.
The platform would be built on the Microsoft Azure cloud platform. By the end of 2019, it would seek to have four to six partners in place, the companies said in a statement.",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485095_59347619.jpg,business,"
FRANKFURT (Reuters) - Microsoft Corp and BMW Group on Tuesday launched an initiative to create an Open Manufacturing Platform that seeks to stimulate industrial innovation and speed the development of connected ÂsmartÂ factories.",positive
"Bitcoin briefly hits $5,000 after 20 percent surge","
LONDON (Reuters) - Bitcoin briefly touched $5,000 on Tuesday, its highest level since late November, while other cryptocurrencies also surged.
On the Luxembourg-based Bitstamp exchange, Bitcoin rose as much as 20 percent in Asian trading to briefly touch the $5,000 mark before settling at $4,730 by 0700 GMT, up 14 percent on the day; still its biggest one-day gain since April of last year.
EthereumÃ¢ÂÂs ether and RippleÃ¢ÂÂs XRP, two other large cryptocurrencies, also jumped higher.
It was not immediately clear what was behind the rally in virtual currency prices.",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485076_28858748.jpg,business,"On the Luxembourg-based Bitstamp exchange, Bitcoin rose as much as 20 percent in Asian trading to briefly touch the $5,000 mark before settling at $4,730 by 0700 GMT, up 14 percent on the day; still its biggest one-day gain since April of last year.",neutral
Talks with IMF enter final stage: Asad Umar,"
ISLAMABAD (APP) Ã¢ÂÂ Finance Minister Asad Umar on Monday said negotiations with the International Monetary Fund (IMF) had entered the final stage with settlement of almost all the issues related to the signing of an agreement.
Ã¢ÂÂWe are very close to each other and there is no fundamental difference,Ã¢ÂÂ the minister said while talking to media-persons after launching the State Bank of PakistanÃ¢ÂÂs (SBP) Electronic Money Institutions (EMIs) Regulations here.
The minister said there were issues relating to timing and sequence, which had been resolved. Similarly, the main issue of how to reduce current account deficit had also been sorted out. Now there was no issue with unbridgeable differences, he added.
Asad Umar said at present the IMF was engaged in summer meetings with the World Bank and soon after the meetings, its mission would visit Pakistan to finalize the bailout package.
He said the IMF programme usually lasted for three years and it would disburse loan to Pakistan in three tranches. If the IMF sanctioned $6 billion package, Pakistan would get $2 billion during the current year and in case $9 billion, it would receive $3 billion as first tranche.
He, however, said the IMFÃ¢ÂÂs loan amount would not matter. It was important that after the agreement, the worldÃ¢ÂÂs trust in Pakistan would be restored and it would be able to get more funds from the international bond market, he added.
With respect to aid from the friendly countries, the minister said Saudi Arabia had released its total pledged amount of $3 billion, China had transferred $2.1 billion, and the United Arab Emirates had also remitted $2 billion out of total committed amount of $3 billion.
China, he said, had also pledged to import goods worth $1 billion from Pakistan. All the formalities in that regard had already been finalized and the process to dispatch goods to China would begin during the current month, he added.
To a question regarding delay in the China Pakistan Economic Corridor (CPEC) projects, the minister said work on all the pending projects, including the multi-billion rupees ML-1 railway track, would start soon.
Asad Umar said shortfall in tax revenues during the current fiscal year was mainly due to the governmentÃ¢ÂÂs efforts to curtail the current account deficit which resulted in significant decline in imports. About 40 percent revenue was generated from the imports.
With regard to increase in petroleum prices, he said the Oil and Gas Regulatory Authority (OGRA) had recommended increase in the petrol price by over Rs 11 per liter. However, the government allowed around Rs 6 per liter increase by slashing the tax rate, he added.
The minister attributed the increase in the prices of petroleum products to the rise in the international market along with devaluation of Pak rupee.
Increase in the inflation rate was mainly due to the fact that the government had to take harsh measures to improve the economy, which was on the brink of bankruptcy, he added.",https://img.dunyanews.tv/news/2019/April/04-02-19/news_big_images/485057_25586783.jpg,business,"To a question regarding delay in the China Pakistan Economic Corridor (CPEC) projects, the minister said work on all the pending projects, including the multi-billion rupees ML-1 railway track, would start soon.",positive
SBP launches Electronic Money Institutions Regulations,"
KARACHI (Dunya News) Ã¢ÂÂ The State Bank of Pakistan (SBP) on Monday held the launching ceremony of regulations of Electronic Money Institutions (EMIs) in Islamabad. Federal Minister for Finance, Revenue and Economic Affairs, Asad Umar was the chief guest.
EMIs are non-bank entities that will be licensed by the SBP to issue e-money for the purpose of digital payments. Addressing the meeting, the Finance Minister appreciated the launching of this new category of institutions which will complement the efforts of Government of Pakistan in creating an enabling environment to empower stakeholders in trade and commerce.
This will help businesses in improving their productivity and contributing towards positioning the nation for global competition.  The finance minister said that the government was determined to transform the country into a knowledge economy by making IT one of the top contributors in PakistanÃ¢ÂÂs economy and job creation besides producing world-class knowledge workers in sync with international market trends.
Ã¢ÂÂIt is our governmentÃ¢ÂÂs policy to encourage the use of e-commerce amongst public through awareness campaigns to promote a culture of e-commerce in the country, which supports electronic business transactions at national, regional and international levels,Ã¢ÂÂ he elaborated. He also highlighted the importance of cyber security which is a growing threat for the financial institutions.
The Finance Minister termed the launching of electronic money institutions as a game changer for promoting e-commerce and digital economy in the country. In his address, Deputy Governor SBP Jameel Ahmad shared the SBPÃ¢ÂÂs initiatives in transforming itself into a modern, digital and fully technology oriented central bank.
He briefly elaborated the strategy of SBP to embrace technology and innovation in digitizing banking & payments, and added that the launch of EMIs regulations was the first step of SBPÃ¢ÂÂs strategy in that direction.
Ã¢ÂÂThese landmark regulations are a testament of SBPÃ¢ÂÂs commitment towards openness, adoption of technology and digitization of our financial system,Ã¢ÂÂ added Mr. Ahmad.
He acknowledged the commitment and full support of the stakeholders who provided extensive and valuable feedback by thoroughly reviewing the draft.
Ahmad recalled that SBP had issued the regulations for branchless banking about a decade ago that enabled the entry of telecommunication companies into the arena of banking and payments.
Ã¢ÂÂThe prime objective of Branchless Banking was to enable the delivery of financial services using telco-based agent network,Ã¢ÂÂ he said adding, Ã¢ÂÂOver the past few years, branchless banking providers have evolved well and are now offering financial services to a large segment of our populationÃ¢ÂÂ.
Earlier, Director Payment Systems Department Sohail Javaad gave a detailed presentation in which he highlighted the objectives and scope of regulations, licensing procedure, governance arrangement, Capital Requirement, funds safeguarding arrangements, customer due diligence use of agents and interoperability.
He said that the EMIs will offer innovative digital payment solutions and services to the industry. He went on to add that the regulations also cover other regulatory requirements including outsourcing activities, AML/CFT, consumer protection, complaint handling mechanism, oversight and regulatory reporting etc.
The ceremony was also attended by Parliamentary Secretary Commerce Ms. Shandana Gulzar, representatives of Ministry of Finance, Presidents and CEOs of banks, multilateral institutions, Microfinance Banks (MFBs), perspective Electronic Money Institutions (EMIs) and media organizations.",https://img.dunyanews.tv/news/2019/April/04-01-19/news_big_images/485007_28434760.jpg,business,"ÂThe prime objective of Branchless Banking was to enable the delivery of financial services using telco-based agent network,Â he said adding, ÂOver the past few years, branchless banking providers have evolved well and are now offering financial services to a large segment of our populationÂ.",positive
Delegation of 20 French companies to visit Pakistan from April 8 to 11,"
PESHAWAR (APP) Ã¢ÂÂ A delegation of 20 French companies active in various sectors led by the MEDEF International, the most representative organization of the French private sector at an international level, will be visiting Pakistan from 8th to 11th April 2019.
According to a press release issued by French Embassy, founded in 1989, MEDEF International represents the French Business Confederation and its 750.000 companies, in the world.
The delegation will be headed by Mr. Thierry Pflimlin, Chairman of the France-Pakistan Business Council of MEDEF International and President of Total Global Services.
It will comprise 20 companies, among the most important French ones, in various sector including construction, agriculture and agribusiness, banking, oil and gas industry, urban development, transport, water treatment, energy and IT.
Their visit was jointly organized by the MEDEF International, the Embassy of France in Pakistan, the Embassy of Pakistan in France and the Board of Investment.
During its stay, the delegation will travel to Islamabad, Lahore and Karachi and will have meetings with Pakistani authorities as well as with representatives of the private sector to better assess opportunities offered by the Pakistani market.
B2B meetings and networking events with the Pakistani Business community will also be organized during the visit, that will certainly contribute to the development of economic relations between France and Pakistan.",https://img.dunyanews.tv/news/2019/April/04-01-19/news_big_images/485000_76826088.jpg,business,"
PESHAWAR (APP) Â A delegation of 20 French companies active in various sectors led by the MEDEF International, the most representative organization of the French private sector at an international level, will be visiting Pakistan from 8th to 11th April 2019.",negative
Rate of inflation is lower than previous government: Asad Umar,"
ISLAMABAD (Dunya News) Ã¢ÂÂ Finance Minister Asad Umar on Monday said that while admitting increase in inflation said that the rate of inflation is less than the inflation during Pakistan PeoplesÃ¢ÂÂ PartyÃ¢ÂÂs (PPP) tenure in 2008 and Pakistan Muslim League-NawazÃ¢ÂÂs (PML-N) tenure in 20136.
ÃÂ 
He said that the inflation would increase as the government is trying to improve the countryÃ¢ÂÂs economy.
The finance minister said that the prices of petroleum products had been increased less than the proposal of the Oil and Gas Regulatory Authority (OGRA).
Asad Umar went on to say that Financial Action Task Force (FATF) chief has endorsed PakistanÃ¢ÂÂs stance of appointing an Indian as Asia Pacific GroupÃ¢ÂÂs co-chairman.
The federal minister said, Ã¢ÂÂThe next budget is proposed to be brought on May 17 or 24, but the final date will be given after consultation with the National Assembly Speaker.Ã¢ÂÂ
ÃÂ ",https://img.dunyanews.tv/news/2019/April/04-01-19/news_big_images/484985_16974680.jpg,business,He said that the inflation would increase as the government is trying to improve the countryÂs economy.,positive
